idReserva,idCliente,idMesa,idEstadoReserva,fechaHora,fecha
87,76,1,1,2024-04-20 22:38:36,2023-06-10
88,64,1,1,2024-04-20 22:38:36,2023-06-15
89,83,1,1,2024-04-20 22:38:36,2023-06-16
90,78,1,3,2024-04-20 22:38:36,2023-06-17
91,18,1,1,2024-04-20 22:38:36,2023-06-22
92,79,1,1,2024-04-20 22:38:36,2023-06-23
93,10,1,1,2024-04-20 22:38:36,2023-06-24
94,16,1,1,2024-04-20 22:38:36,2023-06-29
95,27,1,1,2024-04-20 22:38:36,2023-06-30
96,34,1,3,2024-04-20 22:38:36,2023-07-01
97,57,1,1,2024-04-20 22:38:36,2023-07-04
98,85,1,1,2024-04-20 22:38:36,2023-07-05
99,80,1,1,2024-04-20 22:38:36,2023-07-07
100,57,1,1,2024-04-20 22:38:36,2023-07-08
101,55,1,1,2024-04-20 22:38:36,2023-07-09
102,57,1,1,2024-04-20 22:38:36,2023-07-13
103,3,1,1,2024-04-20 22:38:36,2023-07-14
104,85,1,1,2024-04-20 22:38:36,2023-07-15
105,33,1,1,2024-04-20 22:38:36,2023-07-16
106,21,1,3,2024-04-20 22:38:36,2023-07-17
107,36,1,3,2024-04-20 22:38:36,2023-07-18
108,20,1,1,2024-04-20 22:38:36,2023-07-20
109,12,1,1,2024-04-20 22:38:36,2023-07-21
110,13,1,1,2024-04-20 22:38:36,2023-07-22
111,78,1,1,2024-04-20 22:38:36,2023-07-26
112,5,1,1,2024-04-20 22:38:36,2023-07-28
113,73,1,1,2024-04-20 22:38:36,2023-07-29
114,35,1,1,2024-04-20 22:38:36,2023-07-30
115,89,1,1,2024-04-20 22:38:36,2023-08-01
116,85,1,1,2024-04-20 22:38:36,2023-08-02
117,20,1,1,2024-04-20 22:38:36,2023-08-03
118,61,1,1,2024-04-20 22:38:36,2023-08-04
119,30,1,1,2024-04-20 22:38:36,2023-08-05
120,18,1,1,2024-04-20 22:38:36,2023-08-11
121,5,1,1,2024-04-20 22:38:36,2023-08-12
122,50,1,1,2024-04-20 22:38:36,2023-08-15
123,20,1,1,2024-04-20 22:38:36,2023-08-16
124,70,1,1,2024-04-20 22:38:36,2023-08-17
125,63,1,1,2024-04-20 22:38:36,2023-08-18
126,51,1,1,2024-04-20 22:38:36,2023-08-19
127,18,1,1,2024-04-20 22:38:36,2023-08-21
128,52,1,1,2024-04-20 22:38:36,2023-08-23
129,96,1,1,2024-04-20 22:38:36,2023-08-25
130,26,1,1,2024-04-20 22:38:36,2023-08-26
131,37,1,1,2024-04-20 22:38:36,2023-08-28
132,2,1,1,2024-04-20 22:38:36,2023-08-31
133,42,1,1,2024-04-20 22:38:36,2023-09-01
134,17,1,1,2024-04-20 22:38:36,2023-09-02
135,21,1,1,2024-04-20 22:38:36,2023-09-08
136,1,1,1,2024-04-20 22:38:36,2023-09-09
137,11,1,1,2024-04-20 22:38:36,2023-09-10
138,4,1,1,2024-04-20 22:38:36,2023-09-14
139,6,1,1,2024-04-20 22:38:36,2023-09-15
140,20,1,1,2024-04-20 22:38:36,2023-09-16
141,27,1,1,2024-04-20 22:38:36,2023-09-18
142,26,1,1,2024-04-20 22:38:36,2023-09-20
143,65,1,1,2024-04-20 22:38:36,2023-09-21
144,100,1,1,2024-04-20 22:38:36,2023-09-22
145,78,1,1,2024-04-20 22:38:36,2023-09-23
146,10,1,1,2024-04-20 22:38:36,2023-09-26
147,30,1,1,2024-04-20 22:38:36,2023-09-27
148,88,1,1,2024-04-20 22:38:36,2023-09-28
149,36,1,1,2024-04-20 22:38:36,2023-09-29
150,44,1,1,2024-04-20 22:38:36,2023-09-30
151,53,1,1,2024-04-20 22:38:36,2023-10-02
152,93,1,1,2024-04-20 22:38:36,2023-10-06
153,37,1,1,2024-04-20 22:38:36,2023-10-07
154,3,1,1,2024-04-20 22:38:36,2023-10-10
155,30,1,1,2024-04-20 22:38:36,2023-10-11
156,1,1,1,2024-04-20 22:38:36,2023-10-13
157,17,1,1,2024-04-20 22:38:36,2023-10-14
158,55,1,1,2024-04-20 22:38:36,2023-10-18
159,89,1,1,2024-04-20 22:38:36,2023-10-19
160,65,1,1,2024-04-20 22:38:37,2023-10-20
161,33,1,1,2024-04-20 22:38:37,2023-10-21
162,93,1,1,2024-04-20 22:38:37,2023-10-25
163,77,1,1,2024-04-20 22:38:37,2023-10-26
164,39,1,3,2024-04-20 22:38:37,2023-10-27
165,82,1,1,2024-04-20 22:38:37,2023-10-28
166,30,1,1,2024-04-20 22:38:37,2023-10-30
167,13,1,1,2024-04-20 22:38:37,2023-11-01
168,97,1,1,2024-04-20 22:38:37,2023-11-03
169,84,1,1,2024-04-20 22:38:37,2023-11-04
170,51,1,1,2024-04-20 22:38:37,2023-11-08
171,88,1,1,2024-04-20 22:38:37,2023-11-10
172,64,1,1,2024-04-20 22:38:37,2023-11-11
173,93,1,1,2024-04-20 22:38:37,2023-11-13
174,52,1,1,2024-04-20 22:38:37,2023-11-16
175,94,1,1,2024-04-20 22:38:37,2023-11-17
176,4,1,1,2024-04-20 22:38:37,2023-11-18
177,80,1,1,2024-04-20 22:38:37,2023-11-21
178,55,1,1,2024-04-20 22:38:37,2023-11-22
179,17,1,1,2024-04-20 22:38:37,2023-11-23
180,68,1,1,2024-04-20 22:38:37,2023-11-24
181,79,1,1,2024-04-20 22:38:37,2023-11-25
182,68,1,1,2024-04-20 22:38:37,2023-11-30
183,89,1,1,2024-04-20 22:38:37,2023-12-01
184,22,1,1,2024-04-20 22:38:37,2023-12-02
185,27,1,1,2024-04-20 22:38:37,2023-12-06
186,91,1,1,2024-04-20 22:38:37,2023-12-07
187,89,1,1,2024-04-20 22:38:37,2023-12-08
188,63,1,1,2024-04-20 22:38:37,2023-12-09
189,69,1,1,2024-04-20 22:38:37,2023-12-11
190,41,1,1,2024-04-20 22:38:37,2023-12-13
191,76,1,1,2024-04-20 22:38:37,2023-12-15
192,99,1,1,2024-04-20 22:38:37,2023-12-16
193,77,1,1,2024-04-20 22:38:37,2023-12-21
194,31,1,1,2024-04-20 22:38:37,2023-12-22
195,33,1,1,2024-04-20 22:38:37,2023-12-23
196,99,1,1,2024-04-20 22:38:37,2023-12-26
197,72,1,1,2024-04-20 22:38:37,2023-12-27
198,93,1,1,2024-04-20 22:38:37,2023-12-28
199,21,1,1,2024-04-20 22:38:37,2023-12-29
200,61,1,1,2024-04-20 22:38:37,2023-12-30
201,83,1,1,2024-04-20 22:38:37,2024-01-01
202,40,2,1,2024-04-20 22:38:37,2023-01-03
203,75,2,3,2024-04-20 22:38:37,2023-01-05
204,72,2,1,2024-04-20 22:38:37,2023-01-06
205,41,2,1,2024-04-20 22:38:37,2023-01-07
206,56,2,1,2024-04-20 22:38:37,2023-01-11
207,21,2,3,2024-04-20 22:38:37,2023-01-12
208,30,2,1,2024-04-20 22:38:37,2023-01-13
209,32,2,1,2024-04-20 22:38:37,2023-01-14
210,81,2,1,2024-04-20 22:38:37,2023-01-15
211,59,2,1,2024-04-20 22:38:37,2023-01-19
212,49,2,1,2024-04-20 22:38:37,2023-01-20
213,37,2,1,2024-04-20 22:38:37,2023-01-21
214,39,2,1,2024-04-20 22:38:37,2023-01-26
215,84,2,1,2024-04-20 22:38:37,2023-01-27
216,8,2,1,2024-04-20 22:38:37,2023-01-28
217,10,2,1,2024-04-20 22:38:37,2023-02-03
218,98,2,1,2024-04-20 22:38:37,2023-02-04
219,95,2,1,2024-04-20 22:38:37,2023-02-07
220,10,2,1,2024-04-20 22:38:37,2023-02-08
221,35,2,1,2024-04-20 22:38:37,2023-02-10
222,96,2,1,2024-04-20 22:38:37,2023-02-11
223,15,2,1,2024-04-20 22:38:37,2023-02-14
224,12,2,1,2024-04-20 22:38:38,2023-02-16
225,31,2,1,2024-04-20 22:38:38,2023-02-17
226,92,2,1,2024-04-20 22:38:38,2023-02-18
227,71,2,1,2024-04-20 22:38:38,2023-02-24
228,45,2,1,2024-04-20 22:38:38,2023-02-25
229,24,2,1,2024-04-20 22:38:38,2023-02-28
230,69,2,3,2024-04-20 22:38:38,2023-03-01
231,25,2,1,2024-04-20 22:38:38,2023-03-03
232,97,2,1,2024-04-20 22:38:38,2023-03-04
233,2,2,1,2024-04-20 22:38:38,2023-03-07
234,36,2,1,2024-04-20 22:38:38,2023-03-08
235,92,2,1,2024-04-20 22:38:38,2023-03-09
236,44,2,1,2024-04-20 22:38:38,2023-03-10
237,77,2,1,2024-04-20 22:38:38,2023-03-11
238,42,2,1,2024-04-20 22:38:38,2023-03-13
239,6,2,1,2024-04-20 22:38:38,2023-03-14
240,28,2,1,2024-04-20 22:38:38,2023-03-15
241,77,2,1,2024-04-20 22:38:38,2023-03-16
242,14,2,1,2024-04-20 22:38:38,2023-03-17
243,89,2,3,2024-04-20 22:38:38,2023-03-18
244,28,2,1,2024-04-20 22:38:38,2023-03-24
245,32,2,1,2024-04-20 22:38:38,2023-03-25
246,17,2,1,2024-04-20 22:38:38,2023-03-28
247,2,2,1,2024-04-20 22:38:38,2023-03-30
248,29,2,1,2024-04-20 22:38:38,2023-03-31
249,22,2,1,2024-04-20 22:38:38,2023-04-01
250,21,2,1,2024-04-20 22:38:38,2023-04-03
251,7,2,1,2024-04-20 22:38:38,2023-04-06
252,41,2,1,2024-04-20 22:38:38,2023-04-07
253,93,2,1,2024-04-20 22:38:38,2023-04-08
254,57,2,3,2024-04-20 22:38:38,2023-04-11
255,11,2,1,2024-04-20 22:38:38,2023-04-12
256,67,2,1,2024-04-20 22:38:38,2023-04-13
257,90,2,1,2024-04-20 22:38:38,2023-04-14
258,38,2,1,2024-04-20 22:38:38,2023-04-15
259,70,2,1,2024-04-20 22:38:38,2023-04-19
260,80,2,1,2024-04-20 22:38:38,2023-04-20
261,17,2,3,2024-04-20 22:38:38,2023-04-21
262,39,2,3,2024-04-20 22:38:38,2023-04-22
263,85,2,1,2024-04-20 22:38:38,2023-04-25
264,70,2,1,2024-04-20 22:38:38,2023-04-27
265,75,2,1,2024-04-20 22:38:38,2023-04-28
266,94,2,1,2024-04-20 22:38:38,2023-04-29
267,62,2,1,2024-04-20 22:38:38,2023-05-02
268,69,2,1,2024-04-20 22:38:38,2023-05-04
269,87,2,1,2024-04-20 22:38:38,2023-05-05
270,79,2,1,2024-04-20 22:38:38,2023-05-06
271,29,2,1,2024-04-20 22:38:38,2023-05-09
272,73,2,1,2024-04-20 22:38:38,2023-05-10
273,68,2,1,2024-04-20 22:38:38,2023-05-11
274,35,2,1,2024-04-20 22:38:38,2023-05-12
275,86,2,1,2024-04-20 22:38:38,2023-05-13
276,97,2,1,2024-04-20 22:38:38,2023-05-17
277,14,2,1,2024-04-20 22:38:38,2023-05-18
278,58,2,1,2024-04-20 22:38:38,2023-05-19
279,9,2,1,2024-04-20 22:38:38,2023-05-20
280,87,2,1,2024-04-20 22:38:38,2023-05-26
281,7,2,1,2024-04-20 22:38:38,2023-05-27
282,31,2,1,2024-04-20 22:38:38,2023-05-31
283,85,2,1,2024-04-20 22:38:38,2023-06-02
284,2,2,1,2024-04-20 22:38:38,2023-06-03
285,23,2,1,2024-04-20 22:38:38,2023-06-06
286,50,2,1,2024-04-20 22:38:38,2023-06-08
287,95,2,1,2024-04-20 22:38:38,2023-06-09
288,43,2,3,2024-04-20 22:38:38,2023-06-10
289,48,2,1,2024-04-20 22:38:38,2023-06-15
290,37,2,1,2024-04-20 22:38:38,2023-06-16
291,5,2,1,2024-04-20 22:38:38,2023-06-17
292,96,2,1,2024-04-20 22:38:38,2023-06-20
293,54,2,1,2024-04-20 22:38:38,2023-06-21
294,55,2,1,2024-04-20 22:38:38,2023-06-22
295,40,2,1,2024-04-20 22:38:38,2023-06-23
296,6,2,1,2024-04-20 22:38:38,2023-06-24
297,12,2,3,2024-04-20 22:38:38,2023-06-28
298,6,2,1,2024-04-20 22:38:38,2023-06-29
299,66,2,1,2024-04-20 22:38:38,2023-06-30
300,51,2,1,2024-04-20 22:38:38,2023-07-01
301,33,2,1,2024-04-20 22:38:39,2023-07-03
302,97,2,1,2024-04-20 22:38:39,2023-07-04
303,46,2,1,2024-04-20 22:38:39,2023-07-06
304,22,2,1,2024-04-20 22:38:39,2023-07-07
305,78,2,1,2024-04-20 22:38:39,2023-07-08
306,37,2,1,2024-04-20 22:38:39,2023-07-09
307,53,2,1,2024-04-20 22:38:39,2023-07-10
308,83,2,1,2024-04-20 22:38:39,2023-07-14
309,34,2,1,2024-04-20 22:38:39,2023-07-15
310,45,2,3,2024-04-20 22:38:39,2023-07-19
311,83,2,1,2024-04-20 22:38:39,2023-07-20
312,14,2,1,2024-04-20 22:38:39,2023-07-21
313,34,2,3,2024-04-20 22:38:39,2023-07-22
314,90,2,1,2024-04-20 22:38:39,2023-07-25
315,93,2,1,2024-04-20 22:38:39,2023-07-27
316,66,2,1,2024-04-20 22:38:39,2023-07-28
317,29,2,1,2024-04-20 22:38:39,2023-07-29
318,93,2,1,2024-04-20 22:38:39,2023-08-04
319,72,2,1,2024-04-20 22:38:39,2023-08-05
320,82,2,1,2024-04-20 22:38:39,2023-08-06
321,68,2,1,2024-04-20 22:38:39,2023-08-08
322,62,2,1,2024-04-20 22:38:39,2023-08-10
323,85,2,1,2024-04-20 22:38:39,2023-08-11
324,26,2,1,2024-04-20 22:38:39,2023-08-12
325,20,2,1,2024-04-20 22:38:39,2023-08-15
326,100,2,1,2024-04-20 22:38:39,2023-08-17
327,26,2,1,2024-04-20 22:38:39,2023-08-18
328,87,2,1,2024-04-20 22:38:39,2023-08-19
329,88,2,1,2024-04-20 22:38:39,2023-08-20
330,50,2,1,2024-04-20 22:38:39,2023-08-21
331,20,2,3,2024-04-20 22:38:39,2023-08-23
332,56,2,1,2024-04-20 22:38:39,2023-08-24
333,20,2,1,2024-04-20 22:38:39,2023-08-25
334,34,2,1,2024-04-20 22:38:39,2023-08-26
335,12,2,1,2024-04-20 22:38:39,2023-08-28
336,16,2,1,2024-04-20 22:38:39,2023-08-30
337,62,2,1,2024-04-20 22:38:39,2023-08-31
338,55,2,1,2024-04-20 22:38:39,2023-09-01
339,2,2,1,2024-04-20 22:38:39,2023-09-02
340,1,2,1,2024-04-20 22:38:39,2023-09-08
341,58,2,1,2024-04-20 22:38:39,2023-09-09
342,21,2,1,2024-04-20 22:38:39,2023-09-13
343,44,2,1,2024-04-20 22:38:39,2023-09-15
344,77,2,1,2024-04-20 22:38:39,2023-09-16
345,51,2,1,2024-04-20 22:38:39,2023-09-19
346,89,2,1,2024-04-20 22:38:39,2023-09-20
347,24,2,1,2024-04-20 22:38:39,2023-09-22
348,12,2,1,2024-04-20 22:38:39,2023-09-23
349,16,2,1,2024-04-20 22:38:39,2023-09-25
350,91,2,1,2024-04-20 22:38:39,2023-09-26
351,100,2,1,2024-04-20 22:38:39,2023-09-28
352,12,2,1,2024-04-20 22:38:39,2023-09-29
353,67,2,1,2024-04-20 22:38:39,2023-09-30
354,72,2,1,2024-04-20 22:38:39,2023-10-06
355,33,2,1,2024-04-20 22:38:39,2023-10-07
356,78,2,1,2024-04-20 22:38:39,2023-10-11
357,22,2,1,2024-04-20 22:38:39,2023-10-12
358,11,2,1,2024-04-20 22:38:39,2023-10-13
359,21,2,3,2024-04-20 22:38:39,2023-10-14
360,91,2,1,2024-04-20 22:38:39,2023-10-17
361,27,2,1,2024-04-20 22:38:39,2023-10-20
362,62,2,1,2024-04-20 22:38:39,2023-10-21
363,71,2,1,2024-04-20 22:38:39,2023-10-25
364,24,2,1,2024-04-20 22:38:39,2023-10-26
365,63,2,1,2024-04-20 22:38:39,2023-10-27
366,41,2,1,2024-04-20 22:38:39,2023-10-28
367,90,2,1,2024-04-20 22:38:39,2023-11-02
368,70,2,1,2024-04-20 22:38:39,2023-11-03
369,37,2,1,2024-04-20 22:38:39,2023-11-04
370,39,2,1,2024-04-20 22:38:39,2023-11-06
371,82,2,1,2024-04-20 22:38:39,2023-11-08
372,85,2,1,2024-04-20 22:38:39,2023-11-09
373,12,2,1,2024-04-20 22:38:39,2023-11-10
374,88,2,1,2024-04-20 22:38:39,2023-11-11
375,100,2,1,2024-04-20 22:38:39,2023-11-13
376,37,2,1,2024-04-20 22:38:39,2023-11-16
377,31,2,1,2024-04-20 22:38:39,2023-11-17
378,58,2,1,2024-04-20 22:38:39,2023-11-18
379,4,2,1,2024-04-20 22:38:39,2023-11-21
380,30,2,1,2024-04-20 22:38:39,2023-11-23
381,90,2,1,2024-04-20 22:38:39,2023-11-24
382,66,2,1,2024-04-20 22:38:39,2023-11-25
383,1,2,1,2024-04-20 22:38:39,2023-12-01
384,17,2,1,2024-04-20 22:38:39,2023-12-02
385,91,2,1,2024-04-20 22:38:39,2023-12-06
386,89,2,1,2024-04-20 22:38:39,2023-12-07
387,15,2,1,2024-04-20 22:38:39,2023-12-08
388,47,2,1,2024-04-20 22:38:40,2023-12-09
389,85,2,3,2024-04-20 22:38:40,2023-12-11
390,31,2,1,2024-04-20 22:38:40,2023-12-12
391,61,2,1,2024-04-20 22:38:40,2023-12-14
392,64,2,1,2024-04-20 22:38:40,2023-12-15
393,50,2,1,2024-04-20 22:38:40,2023-12-16
394,19,2,1,2024-04-20 22:38:40,2023-12-19
395,74,2,3,2024-04-20 22:38:40,2023-12-22
396,72,2,1,2024-04-20 22:38:40,2023-12-23
397,39,2,1,2024-04-20 22:38:40,2023-12-25
398,86,2,1,2024-04-20 22:38:40,2023-12-26
399,43,2,3,2024-04-20 22:38:40,2023-12-27
400,41,2,3,2024-04-20 22:38:40,2023-12-28
401,69,2,1,2024-04-20 22:38:40,2023-12-29
402,52,2,1,2024-04-20 22:38:40,2023-12-30
403,45,3,1,2024-04-20 22:38:40,2023-01-06
404,85,3,1,2024-04-20 22:38:40,2023-01-07
405,2,3,1,2024-04-20 22:38:40,2023-01-09
406,94,3,1,2024-04-20 22:38:40,2023-01-11
407,62,3,1,2024-04-20 22:38:40,2023-01-13
408,30,3,1,2024-04-20 22:38:40,2023-01-14
409,55,3,1,2024-04-20 22:38:40,2023-01-17
410,52,3,1,2024-04-20 22:38:40,2023-01-19
411,90,3,1,2024-04-20 22:38:40,2023-01-20
412,84,3,1,2024-04-20 22:38:40,2023-01-21
413,64,3,1,2024-04-20 22:38:40,2023-01-24
414,11,3,1,2024-04-20 22:38:40,2023-01-25
415,62,3,1,2024-04-20 22:38:40,2023-01-26
416,13,3,1,2024-04-20 22:38:40,2023-01-27
417,67,3,1,2024-04-20 22:38:40,2023-01-28
418,79,3,1,2024-04-20 22:38:40,2023-02-01
419,64,3,1,2024-04-20 22:38:40,2023-02-02
420,46,3,1,2024-04-20 22:38:40,2023-02-03
421,12,3,1,2024-04-20 22:38:40,2023-02-04
422,66,3,1,2024-04-20 22:38:40,2023-02-06
423,48,3,1,2024-04-20 22:38:40,2023-02-08
424,86,3,1,2024-04-20 22:38:40,2023-02-09
425,5,3,1,2024-04-20 22:38:40,2023-02-10
426,84,3,1,2024-04-20 22:38:40,2023-02-11
427,49,3,1,2024-04-20 22:38:40,2023-02-13
428,93,3,1,2024-04-20 22:38:40,2023-02-15
429,40,3,1,2024-04-20 22:38:40,2023-02-16
430,39,3,1,2024-04-20 22:38:40,2023-02-17
431,68,3,1,2024-04-20 22:38:40,2023-02-18
432,19,3,1,2024-04-20 22:38:40,2023-02-22
433,94,3,1,2024-04-20 22:38:40,2023-02-24
434,22,3,1,2024-04-20 22:38:40,2023-02-25
435,96,3,1,2024-04-20 22:38:40,2023-02-26
436,56,3,1,2024-04-20 22:38:40,2023-03-01
437,39,3,1,2024-04-20 22:38:40,2023-03-03
438,11,3,1,2024-04-20 22:38:40,2023-03-04
439,24,3,1,2024-04-20 22:38:40,2023-03-07
440,76,3,3,2024-04-20 22:38:40,2023-03-10
441,71,3,1,2024-04-20 22:38:40,2023-03-11
442,63,3,1,2024-04-20 22:38:40,2023-03-16
443,40,3,1,2024-04-20 22:38:40,2023-03-17
444,63,3,1,2024-04-20 22:38:40,2023-03-18
445,20,3,3,2024-04-20 22:38:40,2023-03-22
446,17,3,1,2024-04-20 22:38:40,2023-03-23
447,89,3,1,2024-04-20 22:38:40,2023-03-24
448,50,3,1,2024-04-20 22:38:40,2023-03-25
449,91,3,1,2024-04-20 22:38:40,2023-03-29
450,7,3,1,2024-04-20 22:38:40,2023-03-30
451,6,3,1,2024-04-20 22:38:40,2023-03-31
452,96,3,1,2024-04-20 22:38:40,2023-04-01
453,46,3,1,2024-04-20 22:38:40,2023-04-05
454,30,3,1,2024-04-20 22:38:40,2023-04-06
455,32,3,1,2024-04-20 22:38:40,2023-04-07
456,94,3,1,2024-04-20 22:38:40,2023-04-08
457,23,3,1,2024-04-20 22:38:41,2023-04-11
458,16,3,1,2024-04-20 22:38:41,2023-04-12
459,85,3,1,2024-04-20 22:38:41,2023-04-14
460,38,3,1,2024-04-20 22:38:41,2023-04-15
461,37,3,1,2024-04-20 22:38:41,2023-04-17
462,53,3,1,2024-04-20 22:38:41,2023-04-19
463,91,3,1,2024-04-20 22:38:41,2023-04-20
464,74,3,1,2024-04-20 22:38:41,2023-04-21
465,6,3,1,2024-04-20 22:38:41,2023-04-22
466,82,3,1,2024-04-20 22:38:41,2023-04-24
467,55,3,1,2024-04-20 22:38:41,2023-04-25
468,62,3,1,2024-04-20 22:38:41,2023-04-27
469,36,3,1,2024-04-20 22:38:41,2023-04-28
470,65,3,1,2024-04-20 22:38:41,2023-04-29
471,13,3,3,2024-04-20 22:38:41,2023-05-05
472,48,3,1,2024-04-20 22:38:41,2023-05-06
473,66,3,3,2024-04-20 22:38:41,2023-05-08
474,10,3,1,2024-04-20 22:38:41,2023-05-12
475,25,3,1,2024-04-20 22:38:41,2023-05-13
476,70,3,1,2024-04-20 22:38:41,2023-05-16
477,79,3,1,2024-04-20 22:38:41,2023-05-17
478,72,3,1,2024-04-20 22:38:41,2023-05-18
479,95,3,1,2024-04-20 22:38:41,2023-05-19
480,21,3,1,2024-04-20 22:38:41,2023-05-20
481,18,3,1,2024-04-20 22:38:41,2023-05-25
482,92,3,1,2024-04-20 22:38:41,2023-05-26
483,34,3,1,2024-04-20 22:38:41,2023-05-27
484,27,3,1,2024-04-20 22:38:41,2023-05-30
485,99,3,1,2024-04-20 22:38:41,2023-05-31
486,82,3,1,2024-04-20 22:38:41,2023-06-01
487,29,3,1,2024-04-20 22:38:41,2023-06-02
488,5,3,1,2024-04-20 22:38:41,2023-06-03
489,93,3,1,2024-04-20 22:38:41,2023-06-09
490,67,3,1,2024-04-20 22:38:41,2023-06-10
491,35,3,1,2024-04-20 22:38:41,2023-06-15
492,69,3,1,2024-04-20 22:38:41,2023-06-16
493,48,3,1,2024-04-20 22:38:41,2023-06-17
494,72,3,1,2024-04-20 22:38:41,2023-06-21
495,53,3,1,2024-04-20 22:38:41,2023-06-22
496,42,3,3,2024-04-20 22:38:41,2023-06-23
497,64,3,1,2024-04-20 22:38:41,2023-06-24
